customer_id,first_name,last_name,email,signup_date,country,state_province,city
345,Jamie,Oliveira,jamie.oliveira345@example.com,2022-09-24,CA,PR,Toronto
346,Cameron,Lee,cameron.lee346@example.com,2024-11-21,US,NY,Sao Paulo
347,Taylor,Santos,taylor.santos347@example.com,2022-06-06,CA,TX,Seattle
348,Cameron,Johnson,cameron.johnson348@example.com,2023-04-22,BR,CA,SF
349,Sam,Miller,sam.miller349@example.com,2023-09-09,CA,PR,Rio
350,Avery,Lee,avery.lee350@example.com,2022-09-01,US,BC,Vancouver
351,Avery,Oliveira,avery.oliveira351@example.com,2023-11-18,BR,BC,Curitiba
352,Morgan,Johnson,morgan.johnson352@example.com,2022-10-23,BR,ON,Rio
353,Sam,Santos,sam.santos353@example.com,2023-09-13,BR,NY,Sao Paulo
354,Cameron,Silva,cameron.silva354@example.com,2025-05-29,BR,RJ,Toronto
355,Cameron,Lee,cameron.lee355@example.com,2024-04-12,BR,CA,Rio
356,Avery,Johnson,avery.johnson356@example.com,2023-06-05,US,WA,SF
357,Cameron,Costa,cameron.costa357@example.com,2024-06-27,US,RJ,Vancouver
358,Alex,Miller,alex.miller358@example.com,2023-03-30,BR,WA,Sao Paulo
359,Morgan,Lee,morgan.lee359@example.com,2022-11-30,BR,CA,Austin
360,Morgan,Brown,morgan.brown360@example.com,2022-05-31,CA,RJ,Curitiba
361,Alex,Santos,alex.santos361@example.com,2024-08-02,CA,PR,Vancouver
362,Morgan,Santos,morgan.santos362@example.com,2024-01-28,BR,RJ,Seattle
363,Jordan,Silva,jordan.silva363@example.com,2022-06-06,CA,WA,Toronto
364,Riley,Brown,riley.brown364@example.com,2022-10-25,CA,RJ,Vancouver
365,Morgan,Silva,morgan.silva365@example.com,2023-12-11,US,PR,Sao Paulo
366,Alex,Santos,alex.santos366@example.com,2024-09-26,CA,CA,Toronto
367,Jamie,Santos,jamie.santos367@example.com,2023-01-29,BR,ON,Rio
368,Jordan,Brown,jordan.brown368@example.com,2022-07-15,CA,PR,Toronto
369,Avery,Costa,avery.costa369@example.com,2024-03-19,US,CA,Curitiba
370,Jordan,Brown,jordan.brown370@example.com,2025-04-06,US,SP,Vancouver
371,Casey,Costa,casey.costa371@example.com,2024-10-14,US,PR,Austin
372,Alex,Williams,alex.williams372@example.com,2022-11-18,BR,WA,Toronto
373,Taylor,Silva,taylor.silva373@example.com,2025-03-23,US,WA,Curitiba
374,Sam,Miller,sam.miller374@example.com,2023-03-20,US,CA,Sao Paulo
375,Casey,Miller,casey.miller375@example.com,2023-12-08,US,CA,Toronto
376,Cameron,Lee,cameron.lee376@example.com,2024-12-15,CA,ON,Rio
377,Morgan,Johnson,morgan.johnson377@example.com,2022-10-15,US,PR,Rio
378,Riley,Brown,riley.brown378@example.com,2024-12-04,CA,TX,Rio
379,Riley,Miller,riley.miller379@example.com,2025-06-24,BR,BC,Toronto
380,Cameron,Brown,cameron.brown380@example.com,2024-07-28,BR,SP,Sao Paulo
381,Morgan,Santos,morgan.santos381@example.com,2025-01-26,CA,NY,Austin
382,Avery,Williams,avery.williams382@example.com,2023-09-29,US,CA,Toronto
383,Alex,Brown,alex.brown383@example.com,2023-01-20,CA,BC,Toronto
384,Cameron,Lee,cameron.lee384@example.com,2025-06-29,CA,BC,Seattle
385,Sam,Costa,sam.costa385@example.com,2022-12-12,CA,TX,Sao Paulo
386,Morgan,Silva,morgan.silva386@example.com,2024-11-24,BR,ON,Vancouver
387,Cameron,Brown,cameron.brown387@example.com,2024-04-30,US,RJ,Austin
388,Casey,Lee,casey.lee388@example.com,2023-06-18,CA,PR,Rio
389,Morgan,Brown,morgan.brown389@example.com,2024-03-03,BR,NY,Curitiba
390,Casey,Johnson,casey.johnson390@example.com,2023-07-13,US,NY,SF
391,Morgan,Johnson,morgan.johnson391@example.com,2024-06-03,BR,PR,Austin
392,Avery,Santos,avery.santos392@example.com,2022-08-22,CA,NY,Seattle
393,Cameron,Williams,cameron.williams393@example.com,2025-01-17,BR,RJ,SF
394,Casey,Miller,casey.miller394@example.com,2022-09-05,CA,RJ,SF
395,Morgan,Williams,morgan.williams395@example.com,2023-10-30,BR,CA,Sao Paulo
396,Riley,Souza,riley.souza396@example.com,2024-05-02,BR,NY,SF
397,Alex,Santos,alex.santos397@example.com,2025-03-14,BR,CA,NYC
398,Casey,Souza,casey.souza398@example.com,2023-12-13,CA,TX,Austin
399,Alex,Santos,alex.santos399@example.com,2023-05-31,CA,SP,Sao Paulo
400,Jamie,Johnson,jamie.johnson400@example.com,2024-10-23,BR,BC,NYC
